제품코드,순번,원료코드,함량
MLHC004,9.0,MXT-0001,0.3
MLHC004,10.0,MPP-0005,0.3
MLHC004,11.0,MFP-0018,0.2
MLHC004,12.0,MPD-0003,0.18
MLHC004,13.0,MVC-0003,0.12
MLHC004,14.0,MPD-0004,0.1
MLHC004,15.0,MSA-0007,0.1
MLHC004,16.0,MWS-0001,0.1
MLHC004,17.0,MOM-0005,0.1
MLHC004,18.0,MOF-0006,0.1
MLHC004,19.0,MAP-0011,0.1
MLHC004,20.0,MAE-0013,0.1
MLHC004,21.0,MWM-0005,0.05
MLHC004,22.0,MWM-0002,0.05
MLHC004,23.0,MKC-0003,0.05
MLHC004,24.0,MVN-0001,0.03
MLHC004,25.0,MXE-0001,0.02
MLHC004,26.0,MOA-0008,0.01
MLHC004,27.0,MAV-0002,0.01
MLHC004,28.0,MKP-0003,0.01
MLHC004,29.0,MAC-0018,0.001
MLBC012,1.0,MXD-0002,58.20673000000002
MLBC012,2.0,MSM-0004,22.0
MLBC012,3.0,MSM-0003,10.0
MLBC012,4.0,MSM-0013,5.0
MLBC012,5.0,MSM-0011,2.4
MLBC012,6.0,MFB-0032,1.0
MLBC012,7.0,MLM-0003,0.4
MLBC012,8.0,MXN-0003,0.3
MLBC012,9.0,MXE-0001,0.1
MLBC012,10.0,MAS-0003,0.1
MLBC012,11.0,MKP-0001,0.1
MLBC012,12.0,MAR-0006,0.1
MLBC012,13.0,MPK-0001,0.05
MLBC012,14.0,MAF-0006,0.05
MLBC012,15.0,MAM-0001,0.05
MLBC012,16.0,MAL-0020,0.05
MLBC012,17.0,MAM-0026,0.05
MLBC012,18.0,MXC-0001,0.04
MLBC012,19.0,MOM-0005,0.001
MLBC012,20.0,MOA-0008,0.001
MLBC012,21.0,MFE-0019,0.001
MLBC012,22.0,MCF-0005,0.00021
MLBC012,23.0,MCF-0006,6e-05
MLBL005,1.0,MXD-0002,74.1587
MLBL005,2.0,MOL-0002,7.0
MLBL005,3.0,MKG-0001,6.0
MLBL005,4.0,MON-0001,2.0
MLBL005,5.0,MWM-0002,1.5
MLBL005,6.0,MWE-0001,1.5
MLBL005,7.0,MST-0001,1.5
MLBL005,8.0,MWE-0002,1.0
MLBL005,9.0,MWE-0004,1.0
MLBL005,10.0,MSK-0001,0.8
MLBL005,11.0,MSA-0007,0.5
MLBL005,12.0,MOD-0004,0.5
MLBL005,13.0,MFB-0032,0.5
MLBL005,14.0,MPS-0002,0.5
MLBL005,15.0,MXT-0001,0.3
MLBL005,16.0,MPP-0005,0.3
MLBL005,17.0,MWV-0001,0.25
MLBL005,18.0,MWS-0001,0.1
MLBL005,19.0,MVP-0006,0.1
MLBL005,20.0,MAR-0006,0.1
MLBL005,21.0,MWM-0005,0.05
MLBL005,22.0,MOR-0001,0.05
MLBL005,23.0,MAF-0006,0.05
MLBL005,24.0,MAM-0001,0.05
MLBL005,25.0,MAL-0020,0.05
MLBL005,26.0,MAM-0026,0.05
MLBL005,27.0,MVN-0001,0.03
MLBL005,28.0,MXE-0001,0.02
MLBL005,29.0,MAV-0002,0.01
MLBL005,30.0,MOM-0005,0.01
MLBL005,31.0,MOA-0008,0.01
MLBS011,1.0,MKE-0001,62.0
MLBS011,2.0,MXD-0002,34.57
MLBS011,3.0,MFB-0032,2.5
MLBS011,4.0,MSC-0006,0.4
MLBS011,5.0,MSE-0013,0.4
MLBS011,6.0,MUA-0001,0.1
MLBS011,7.0,MAA-0002,0.01
MLBS011,8.0,MAE-0013,0.01
MLBS011,9.0,MAM-0026,0.01
ECHC000,1.0,MXD-0002,75.599
ECHC000,2.0,MOL-0002,7.0
ECHC000,3.0,MKG-0001,5.0
ECHC000,4.0,MWE-0002,2.9
ECHC000,5.0,MWS-0001,1.5
ECHC000,6.0,MWP-0009,1.5
ECHC000,7.0,MST-0001,1.5
ECHC000,8.0,MSK-0001,1.0
ECHC000,9.0,MWM-0002,0.6
ECHC000,10.0,MFS-0059,0.55
ECHC000,11.0,MOM-0005,0.5
ECHC000,12.0,MOD-0004,0.5
ECHC000,13.0,MXT-0001,0.3
ECHC000,14.0,MPP-0005,0.3
ECHC000,15.0,MOB-0004,0.2
ECHC000,16.0,MPD-0003,0.18
ECHC000,17.0,MPD-0004,0.1
ECHC000,18.0,MSA-0007,0.1
ECHC000,19.0,MVC-0003,0.1
ECHC000,20.0,MAR-0006,0.1
ECHC000,21.0,MAB-0009,0.1
ECHC000,22.0,MAR-0013,0.1
ECHC000,23.0,MVN-0001,0.06
ECHC000,24.0,MWM-0005,0.05
ECHC000,25.0,MAF-0006,0.05
ECHC000,26.0,MKC-0003,0.05
ECHC000,27.0,MXE-0001,0.02
ECHC000,28.0,MOA-0008,0.01
ECHC000,29.0,MOR-0001,0.01
ECHC000,30.0,MAV-0002,0.01
ECHC000,31.0,MFE-0019,0.01
RPBC019,1.0,MXD-0002,58.340000000000025
RPBC019,2.0,MSM-0004,22.0
RPBC019,3.0,MSM-0003,10.0
RPBC019,4.0,MSM-0013,5.0
RPBC019,5.0,MSM-0011,2.3
RPBC019,6.0,MFF-0028,0.5
RPBC019,7.0,MPS-0003,0.4
RPBC019,8.0,MLM-0003,0.4
RPBC019,9.0,MXN-0003,0.3
RPBC019,10.0,MKP-0001,0.3
RPBC019,11.0,MXC-0001,0.1
RPBC019,12.0,MXE-0001,0.1
RPBC019,13.0,MPL-0001,0.06
RPBC019,14.0,MAR-0006,0.05
RPBC019,15.0,MAJ-0004,0.05
RPBC019,16.0,MAH-0020,0.05
RPBC019,17.0,MAM-0001,0.01
RPBC019,18.0,MAL-0020,0.01
RPBC019,19.0,MAT-0009,0.01
RPBC019,20.0,MAE-0013,0.01
RPBC019,21.0,MAS-0029,0.01
RMBL019,1.0,MXD-0002,74.84899999999998
RMBL019,2.0,MOL-0002,7.0
RMBL019,3.0,MKG-0001,6.0
RMBL019,4.0,MON-0001,2.0
RMBL019,5.0,MWM-0002,1.5
RMBL019,6.0,MWE-0001,1.5
RMBL019,7.0,MST-0001,1.5
RMBL019,8.0,MWE-0002,1.0
RMBL019,9.0,MWE-0004,1.0
RMBL019,10.0,MSK-0001,0.8
RMBL019,11.0,MSA-0007,0.5
RMBL019,12.0,MOD-0004,0.5
RMBL019,13.0,MXT-0001,0.3
RMBL019,14.0,MPP-0005,0.3
RMBL019,15.0,MWV-0001,0.25
RMBL019,16.0,MPD-0003,0.2
RMBL019,17.0,MFF-0028,0.15
RMBL019,18.0,MPD-0004,0.1
RMBL019,19.0,MWS-0001,0.1
RMBL019,20.0,MVP-0006,0.1
RMBL019,21.0,MWM-0005,0.05
RMBL019,22.0,MAR-0006,0.05
RMBL019,23.0,MAJ-0004,0.05
RMBL019,24.0,MAH-0020,0.05
RMBL019,25.0,MVN-0001,0.03
RMBL019,26.0,MXE-0001,0.02
RMBL019,27.0,MAS-0003,0.01
RMBL019,28.0,MOD-0016,0.01
RMBL019,29.0,MOF-0006,0.01
RMBL019,30.0,MOR-0001,0.01
RMBL019,31.0,MAV-0002,0.01
RMHC020,1.0,MXD-0002,78.16899999999998
RMHC020,2.0,MOL-0002,7.2
RMHC020,3.0,MKG-0001,5.0
RMHC020,4.0,MWE-0002,3.0
RMHC020,5.0,MWP-0009,1.5
RMHC020,6.0,MST-0001,1.5
RMHC020,7.0,MSK-0001,1.0
RMHC020,8.0,MOD-0004,0.5
RMHC020,9.0,MXT-0001,0.3
RMHC020,10.0,MPP-0005,0.3
RMHC020,11.0,MPD-0003,0.2
RMHC020,12.0,MFF-0028,0.2
RMHC020,13.0,MVC-0003,0.12
RMHC020,14.0,MPD-0004,0.1
RMHC020,15.0,MSA-0007,0.1
RMHC020,16.0,MWV-0001,0.1
RMHC020,17.0,MAR-0006,0.1
RMHC020,18.0,MWS-0001,0.05
RMHC020,19.0,MWM-0005,0.05
RMHC020,20.0,MWM-0002,0.05
RMHC020,21.0,MAT-0009,0.05
RMHC020,22.0,MAG-0012,0.05
RMHC020,23.0,MKC-0003,0.05
RMHC020,24.0,MAM-0001,0.05
RMHC020,25.0,MAL-0020,0.05
RMHC020,26.0,MAJ-0004,0.05
RMHC020,27.0,MAH-0020,0.05
RMHC020,28.0,MVN-0001,0.03
RMHC020,29.0,MXE-0001,0.02
RMHC020,30.0,MAS-0003,0.01
RMHC020,31.0,MOA-0008,0.01
RMBP001,1.0,MXD-0002,71.179
RMBP001,2.0,MKE-0001,22.0
RMBP001,3.0,MKG-0001,4.0
RMBP001,4.0,MSC-0006,1.0
RMBP001,5.0,MAV-0007,0.5
RMBP001,6.0,MFF-0028,0.25
RMBP001,7.0,MAA-0028,0.2
RMBP001,8.0,MXS-0008,0.18
RMBP001,9.0,MAV-0005,0.1
RMBP001,10.0,MAT-0009,0.1
RMBP001,11.0,MAR-0006,0.1
RMBP001,12.0,MAJ-0004,0.1
RMBP001,13.0,MAH-0020,0.1
RMBP001,14.0,MPS-0001,0.06
RMBP001,15.0,MXC-0001,0.05
RMBP001,16.0,MAL-0020,0.05
RMBP001,17.0,MAM-0001,0.01
RMBP001,18.0,MAE-0013,0.01
RMBP001,19.0,MAS-0029,0.01
RMBP001,20.0,MXD-0001,0.001
RPBC020,1.0,MXD-0002,58.340000000000025
RPBC020,2.0,MSM-0004,22.0
RPBC020,3.0,MSM-0003,10.0
RPBC020,4.0,MSM-0013,5.0
RPBC020,5.0,MSM-0011,2.3
RPBC020,6.0,MFF-0029,0.5
RPBC020,7.0,MPS-0003,0.4
RPBC020,8.0,MLM-0003,0.4
RPBC020,9.0,MXN-0003,0.3
RPBC020,10.0,MKP-0001,0.3
RPBC020,11.0,MXC-0001,0.1
RPBC020,12.0,MXE-0001,0.1
RPBC020,13.0,MPL-0001,0.06
RPBC020,14.0,MAR-0006,0.05
RPBC020,15.0,MAJ-0004,0.05
RPBC020,16.0,MAH-0020,0.05
RPBC020,17.0,MAT-0009,0.01
RPBC020,18.0,MAM-0001,0.01
RPBC020,19.0,MAL-0020,0.01
RPBC020,20.0,MAE-0013,0.01
RPBC020,21.0,MAS-0029,0.01
RMHC021,1.0,MXD-0002,78.189
RMHC021,2.0,MOL-0002,7.2
RMHC021,3.0,MKG-0001,5.0
RMHC021,4.0,MWE-0002,3.0
RMHC021,5.0,MWP-0009,1.5
RMHC021,6.0,MST-0001,1.5
RMHC021,7.0,MSK-0001,1.0
RMHC021,8.0,MOD-0004,0.5
RMHC021,9.0,MXT-0001,0.3
RMHC021,10.0,MPP-0005,0.3
RMHC021,11.0,MPD-0003,0.2
RMHC021,12.0,MFF-0029,0.2
RMHC021,13.0,MVC-0003,0.12
RMHC021,14.0,MPD-0004,0.1
RMHC021,15.0,MSA-0007,0.1
RMHC021,16.0,MWV-0001,0.1
RMHC021,17.0,MAR-0006,0.1
RMHC021,18.0,MWS-0001,0.05
RMHC021,19.0,MWM-0005,0.05
RMHC021,20.0,MWM-0002,0.05
RMHC021,21.0,MAF-0006,0.05
RMHC021,22.0,MAG-0012,0.05
RMHC021,23.0,MKC-0003,0.05
RMHC021,24.0,MAM-0001,0.05
RMHC021,25.0,MAL-0020,0.05
RMHC021,26.0,MAJ-0004,0.05
RMHC021,27.0,MAH-0020,0.05
RMHC021,28.0,MVN-0001,0.03
RMHC021,29.0,MXE-0001,0.02
RMHC021,30.0,MAS-0003,0.01
RMHC021,31.0,MOA-0008,0.01
MLSC020,1.0,MWC-0009,92.97
MLSC020,2.0,MFP-0023,7.0
MLSC020,3.0,MCB-0005,0.03
MLSC021,1.0,MWC-0009,92.97
MLSC021,2.0,MFP-0023,7.0
MLSC021,3.0,MCB-0005,0.03
MLSC022,1.0,MWC-0009,92.97
MLSC022,2.0,MFP-0023,7.0
MLSC022,3.0,MCB-0005,0.03
MLSC023,1.0,MWC-0009,92.97
MLSC023,2.0,MFP-0023,7.0
MLSC023,3.0,MCB-0005,0.03
MLSC024,1.0,MWC-0009,92.97
MLSC024,2.0,MFP-0023,7.0
MLSC024,3.0,MCB-0005,0.03
MLDF025,1.0,MKE-0001,46.95
MLDF025,2.0,MOD-0015,33.0
MLDF025,3.0,MFP-0023,20.0
MLDF025,4.0,MUA-0001,0.05
MLDF026,1.0,MKE-0001,46.95
MLDF026,2.0,MOD-0015,33.0
MLDF026,3.0,MFP-0023,20.0
MLDF026,4.0,MUA-0001,0.05
PDSP003,1.0,MXD-0002,46.83990000000002
PDSP003,2.0,MSM-0026,25.0
PDSP003,3.0,MSM-0025,19.0
PDSP003,4.0,MSM-0013,5.0
PDSP003,5.0,MSM-0027,1.3
PDSP003,6.0,MFH-0012,0.65
PDSP003,7.0,MKP-0001,0.5
PDSP003,8.0,MPS-0003,0.4
PDSP003,9.0,MVC-0010,0.2
PDSP003,10.0,MXN-0003,0.2
PDSP003,11.0,MXE-0001,0.1
PDSP003,12.0,MAF-0008,0.1
PDSP003,13.0,MXC-0001,0.08
PDSP003,14.0,MPL-0001,0.06
PDSP003,15.0,MAP-0020,0.05
PDSP003,16.0,MAI-0003,0.05
PDSP003,17.0,MAE-0013,0.05
PDSP003,18.0,MAR-0006,0.05
PDSP003,19.0,MAF-0006,0.05
PDSP003,20.0,MAM-0001,0.05
PDSP003,21.0,MAA-0028,0.05
PDSP003,22.0,MAJ-0004,0.05
PDSP003,23.0,MAH-0020,0.05
PDSP003,24.0,MAT-0009,0.05
PDSP003,25.0,MAS-0029,0.05
PDSP003,26.0,MUM-0001,0.02
PDSP003,27.0,MCR-0005,0.0001
PDRS001,1.0,MXD-0002,77.85999999999997
PDRS001,2.0,MSM-0024,5.0
PDRS001,3.0,MKG-0001,4.0
PDRS001,4.0,MWE-0004,2.6
PDRS001,5.0,MWE-0002,2.5
PDRS001,6.0,MOM-0005,2.0
PDRS001,7.0,MOD-0012,1.0
PDRS001,8.0,MOS-0025,1.0
PDRS001,9.0,MKP-0001,0.8
PDRS001,10.0,MFH-0012,0.6
PDRS001,11.0,MSS-0003,0.5
PDRS001,12.0,MVC-0010,0.3
PDRS001,13.0,MSK-0001,0.3
PDRS001,14.0,MSA-0007,0.3
PDRS001,15.0,MKA-0001,0.1
PDRS001,16.0,MWM-0005,0.1
PDRS001,17.0,MOO-0001,0.1
PDRS001,18.0,MOD-0016,0.1
PDRS001,19.0,MPL-0001,0.1
PDRS001,20.0,MAF-0008,0.1
PDRS001,21.0,MXE-0001,0.05
PDRS001,22.0,MAP-0020,0.05
PDRS001,23.0,MAI-0003,0.05
PDRS001,24.0,MAE-0013,0.05
PDRS001,25.0,MAR-0006,0.05
PDRS001,26.0,MAF-0006,0.05
PDRS001,27.0,MAM-0001,0.05
PDRS001,28.0,MAA-0028,0.05
PDRS001,29.0,MAJ-0004,0.05
PDRS001,30.0,MAH-0020,0.05
PDRS001,31.0,MAT-0009,0.05
RMHW001,1.0,MXD-0002,57.57
RMHW001,2.0,MSM-0004,22.0
RMHW001,3.0,MSM-0003,10.0
RMHW001,4.0,MSM-0013,5.3
RMHW001,5.0,MSM-0011,2.4
RMHW001,6.0,MFP-0014,1.0
RMHW001,7.0,MLM-0003,0.8
RMHW001,8.0,MXN-0003,0.3
RMHW001,9.0,MXE-0001,0.1
RMHW001,10.0,MKA-0001,0.1
RMHW001,11.0,MKP-0001,0.1
RMHW001,12.0,MPK-0001,0.06
RMHW001,13.0,MXC-0001,0.05
RMHW001,14.0,MAR-0006,0.05
RMHW001,15.0,MAM-0001,0.05
RMHW001,16.0,MAL-0020,0.05
RMHW001,17.0,MAS-0003,0.02
RMHW001,18.0,MWS-0001,0.01
RMHW001,19.0,MOM-0005,0.01
RMHW001,20.0,MOO-0001,0.01
RMHW001,21.0,MOA-0008,0.01
RMHW001,22.0,MAF-0006,0.01
RMHW002,1.0,MXD-0002,57.57
RMHW002,2.0,MSM-0004,22.0
RMHW002,3.0,MSM-0003,10.0
RMHW002,4.0,MSM-0013,5.3
RMHW002,5.0,MSM-0011,2.4
RMHW002,6.0,MFH-0009,1.0
RMHW002,7.0,MLM-0003,0.8
RMHW002,8.0,MXN-0003,0.3
RMHW002,9.0,MXE-0001,0.1
RMHW002,10.0,MKA-0001,0.1
RMHW002,11.0,MKP-0001,0.1
RMHW002,12.0,MPK-0001,0.06
RMHW002,13.0,MXC-0001,0.05
RMHW002,14.0,MAR-0006,0.05
RMHW002,15.0,MAM-0001,0.05
RMHW002,16.0,MAL-0020,0.05
RMHW002,17.0,MAS-0003,0.02
RMHW002,18.0,MWS-0001,0.01
RMHW002,19.0,MOM-0005,0.01
RMHW002,20.0,MOO-0001,0.01
RMHW002,21.0,MOA-0008,0.01
RMHW002,22.0,MAF-0006,0.01
RMHW003,1.0,MXD-0002,57.11000000000002
RMHW003,2.0,MSM-0004,22.0
RMHW003,3.0,MSM-0003,10.0
RMHW003,4.0,MSM-0013,5.3
RMHW003,5.0,MSM-0011,2.4
RMHW003,6.0,MFB-0050,1.0
RMHW003,7.0,MLM-0003,0.8
RMHW003,8.0,MPS-0003,0.4
RMHW003,9.0,MXN-0003,0.3
RMHW003,10.0,MXC-0001,0.1
RMHW003,11.0,MXE-0001,0.1
RMHW003,12.0,MKA-0001,0.1
RMHW003,13.0,MKP-0001,0.1
RMHW003,14.0,MPL-0001,0.07
RMHW003,15.0,MAR-0006,0.05
RMHW003,16.0,MAM-0001,0.05
RMHW003,17.0,MAL-0020,0.05
RMHW003,18.0,MAS-0003,0.02
RMHW003,19.0,MWS-0001,0.01
RMHW003,20.0,MOM-0005,0.01
RMHW003,21.0,MOO-0001,0.01
RMHW003,22.0,MOA-0008,0.01
RMHW003,23.0,MAF-0006,0.01
FJSC001,1.0,MXD-0002,50.719
FJSC001,2.0,MUS-0002,11.0
FJSC001,3.0,MUP-0002,6.0
FJSC001,4.0,MKI-0004,4.0
FJSC001,5.0,MSA-0014,3.0
FJSC001,6.0,MON-0001,3.0
FJSC001,7.0,MOD-0006,2.8
FJSC001,8.0,MUP-0003,2.0
FJSC001,9.0,MOD-0013,2.0
FJSC001,10.0,MAN-0001,2.0
FJSC001,11.0,MKG-0001,2.0
FJSC001,12.0,MAY-0007,2.0
FJSC001,13.0,MWW-0001,1.9
FJSC001,14.0,MWA-0003,1.5
FJSC001,15.0,MOD-0008,1.5
FJSC001,16.0,MAG-0025,1.5
FJSC001,17.0,MXN-0003,0.8
FJSC001,18.0,MSO-0004,0.5
FJSC001,19.0,MPS-0002,0.4
FJSC001,20.0,MOS-0011,0.3
FJSC001,21.0,MPP-0005,0.3
FJSC001,22.0,MCC-0005,0.15
FJSC001,23.0,MFS-0062,0.12
FJSC001,24.0,MAV-0002,0.05
FJSC001,25.0,MXE-0001,0.05
FJSC001,26.0,MAI-0003,0.05
FJSC001,27.0,MAF-0006,0.05
FJSC001,28.0,MAS-0021,0.05
FJSC001,29.0,MAE-0013,0.05
FJSC001,30.0,MAG-0009,0.05
FJSC001,31.0,MAA-0028,0.05
RSSC001,1.0,MAV-0007,40.99
RSSC001,2.0,MUZ-0001,7.5
RSSC001,3.0,MUP-0002,7.0
RSSC001,4.0,MUP-0004,5.0
RSSC001,5.0,MOC-0008,4.5
RSSC001,6.0,MVB-0003,4.0
RSSC001,7.0,MK1-0001,4.0
RSSC001,8.0,MUT-0002,3.52
RSSC001,9.0,MSA-0014,3.0
RSSC001,10.0,MUP-0003,2.0
RSSC001,11.0,MUT-0001,2.0
RSSC001,12.0,MUN-0002,2.0
RSSC001,13.0,MOD-0013,2.0
RSSC001,14.0,MUO-0001,2.0
RSSC001,15.0,MKG-0001,2.0
RSSC001,16.0,MWW-0001,1.9
RSSC001,17.0,MAY-0005,1.5
RSSC001,18.0,MWA-0003,1.0
RSSC001,19.0,MXN-0003,1.0
RSSC001,20.0,MSO-0004,0.9
RSSC001,21.0,MFP-0014,0.5
RSSC001,22.0,MAP-0019,0.5
RSSC001,23.0,MPP-0005,0.3
RSSC001,24.0,MAE-0014,0.15
RSSC001,25.0,MPD-0004,0.1
RSSC001,26.0,MOD-0016,0.1
RSSC001,27.0,MXE-0001,0.1
RSSC001,28.0,MAD-0002,0.1
RSSC001,29.0,MAW-0002,0.1
RSSC001,30.0,MAL-0013,0.1
RSSC001,31.0,MPD-0001,0.07
RPBCM21,1.0,MXD-0002,56.83945000000001
RPBCM21,2.0,MSM-0004,22.0
RPBCM21,3.0,MSM-0003,10.0
RPBCM21,4.0,MSM-0013,5.4
RPBCM21,5.0,MSM-0011,2.5
RPBCM21,6.0,MFF-0030,1.0
RPBCM21,7.0,MAS-0003,0.5
RPBCM21,8.0,MPS-0003,0.4
RPBCM21,9.0,MXN-0003,0.3
RPBCM21,10.0,MLM-0003,0.3
RPBCM21,11.0,MXE-0001,0.2
RPBCM21,12.0,MXC-0001,0.1
RPBCM21,13.0,MKP-0001,0.1
RPBCM21,14.0,MAR-0006,0.1
RPBCM21,15.0,MPL-0001,0.08
RPBCM21,16.0,MAF-0006,0.05
RPBCM21,17.0,MAM-0001,0.05
RPBCM21,18.0,MAL-0020,0.05
RPBCM21,19.0,MUM-0001,0.03
RPBCM21,20.0,MCR-0005,0.0005
RPBCM21,21.0,MCF-0001,5e-05
RPBCM22,1.0,MXD-0002,57.119780000000006
RPBCM22,2.0,MSM-0004,22.0
RPBCM22,3.0,MSM-0003,10.0
RPBCM22,4.0,MSM-0013,5.4
RPBCM22,5.0,MSM-0011,2.5
RPBCM22,6.0,MFS-0080,1.0
RPBCM22,7.0,MAS-0003,0.5
RPBCM22,8.0,MLM-0003,0.5
RPBCM22,9.0,MXN-0003,0.3
RPBCM22,10.0,MXE-0001,0.2
RPBCM22,11.0,MKP-0001,0.1
RPBCM22,12.0,MAR-0006,0.1
RPBCM22,13.0,MPK-0001,0.06
RPBCM22,14.0,MAF-0006,0.05
RPBCM22,15.0,MAM-0001,0.05
RPBCM22,16.0,MAL-0020,0.05
RPBCM22,17.0,MXC-0001,0.04
RPBCM22,18.0,MUM-0001,0.03
RPBCM22,19.0,MCF-0001,0.0002
RPBCM22,20.0,MCF-0005,2e-05
RPBCM23,1.0,MXD-0002,57.0392
RPBCM23,2.0,MSM-0004,22.0
RPBCM23,3.0,MSM-0003,10.0
RPBCM23,4.0,MSM-0013,5.4
RPBCM23,5.0,MSM-0011,2.5
RPBCM23,6.0,MFS-0081,1.0
RPBCM23,7.0,MAS-0003,0.5
RPBCM23,8.0,MPS-0003,0.4
RPBCM23,9.0,MXN-0003,0.3
RPBCM23,10.0,MXE-0001,0.2
RPBCM23,11.0,MXC-0001,0.1
RPBCM23,12.0,MLM-0003,0.1
RPBCM23,13.0,MKP-0001,0.1
RPBCM23,14.0,MAR-0006,0.1
RPBCM23,15.0,MPL-0001,0.08
RPBCM23,16.0,MAF-0006,0.05
RPBCM23,17.0,MAM-0001,0.05
RPBCM23,18.0,MAL-0020,0.05
RPBCM23,19.0,MUM-0001,0.03
RPBCM23,20.0,MCF-0006,0.0007
RPBCM23,21.0,MCF-0005,0.0001
RPBCM24,1.0,MXD-0002,57.11925000000001
RPBCM24,2.0,MSM-0004,22.0
RPBCM24,3.0,MSM-0003,10.0
RPBCM24,4.0,MSM-0013,5.4
RPBCM24,5.0,MSM-0011,2.5
RPBCM24,6.0,MFB-0068,1.0
RPBCM24,7.0,MAS-0003,0.5
RPBCM24,8.0,MLM-0003,0.5
RPBCM24,9.0,MXN-0003,0.3
RPBCM24,10.0,MXE-0001,0.2
RPBCM24,11.0,MKP-0001,0.1
RPBCM24,12.0,MAR-0006,0.1
RPBCM24,13.0,MPK-0001,0.06
RPBCM24,14.0,MAF-0006,0.05
RPBCM24,15.0,MAM-0001,0.05
RPBCM24,16.0,MAL-0020,0.05
RPBCM24,17.0,MXC-0001,0.04
RPBCM24,18.0,MUM-0001,0.03
RPBCM24,19.0,MCR-0005,0.00058
RPBCM24,20.0,MCF-0006,0.00017
MLAL028,1.0,MKE-0001,86.6998
MLAL028,2.0,MFP-0025,10.0
MLAL028,3.0,MXD-0002,3.2
MLAL028,4.0,MUA-0001,0.1
MLAL028,5.0,MCF-0006,0.0002
MLAL046,1.0,MKE-0001,86.6998
MLAL046,2.0,MFP-0025,10.0
MLAL046,3.0,MXD-0002,3.2
MLAL046,4.0,MUA-0001,0.1
MLAL046,5.0,MCF-0006,0.0002
MLAL047,1.0,MKE-0001,86.6998
MLAL047,2.0,MFP-0025,10.0
MLAL047,3.0,MXD-0002,3.2
MLAL047,4.0,MUA-0001,0.1
MLAL047,5.0,MCF-0006,0.0002
MLAL050,1.0,MKE-0001,86.6998
MLAL050,2.0,MFP-0025,10.0
MLAL050,3.0,MXD-0002,3.2
MLAL050,4.0,MUA-0001,0.1
MLAL050,5.0,MCF-0006,0.0002
MLAL052,1.0,MKE-0001,86.6998
MLAL052,2.0,MFP-0025,10.0
MLAL052,3.0,MXD-0002,3.2
MLAL052,4.0,MUA-0001,0.1
MLAL052,5.0,MCF-0006,0.0002
MLAL054,1.0,MKE-0001,86.6998
MLAL054,2.0,MFP-0025,10.0
MLAL054,3.0,MXD-0002,3.2
MLAL054,4.0,MUA-0001,0.1
MLAL054,5.0,MCF-0006,0.0002
MLAL075,1.0,MKE-0001,86.6998
MLAL075,2.0,MFP-0025,10.0
MLAL075,3.0,MXD-0002,3.2
MLAL075,4.0,MUA-0001,0.1
MLAL075,5.0,MCF-0006,0.0002
MLAL097,1.0,MKE-0001,86.6998
MLAL097,2.0,MFP-0025,10.0
MLAL097,3.0,MXD-0002,3.2
MLAL097,4.0,MUA-0001,0.1
MLAL097,5.0,MCF-0006,0.0002
MLAL112,1.0,MKE-0001,86.6998
MLAL112,2.0,MFP-0025,10.0
MLAL112,3.0,MXD-0002,3.2
MLAL112,4.0,MUA-0001,0.1
MLAL112,5.0,MCF-0006,0.0002
MLAL123,1.0,MKE-0001,86.6998
MLAL123,2.0,MFP-0025,10.0
MLAL123,3.0,MXD-0002,3.2
MLAL123,4.0,MUA-0001,0.1
MLAL123,5.0,MCF-0006,0.0002
PDSP004,1.0,MXD-0002,52.57000000000002
PDSP004,2.0,MSM-0026,20.0
PDSP004,3.0,MSM-0025,18.0
PDSP004,4.0,MSM-0013,4.0
PDSP004,5.0,MSM-0027,1.35
PDSP004,6.0,MLM-0003,1.3
PDSP004,7.0,MKP-0001,0.5
PDSP004,8.0,MFT-0024,0.5
PDSP004,9.0,MOD-0012,0.5
PDSP004,10.0,MPS-0003,0.4
PDSP004,11.0,MXN-0003,0.25
PDSP004,12.0,MVC-0010,0.2
PDSP004,13.0,MVP-0009,0.1
PDSP004,14.0,MXE-0001,0.1
PDSP004,15.0,MXC-0001,0.08
PDSP004,16.0,MPL-0001,0.05
PDSP004,17.0,MOA-0008,0.01
PDSP004,18.0,MOC-0009,0.01
PDSP004,19.0,MAP-0020,0.01
PDSP004,20.0,MAS-0022,0.01
PDSP004,21.0,MAI-0003,0.01
PDSP004,22.0,MAG-0007,0.01
PDSP004,23.0,MAP-0011,0.01
PDSP004,24.0,MKP-0003,0.01
PDSP004,25.0,MAE-0013,0.01
PDSP004,26.0,MAH-0006,0.01
PDRS002,1.0,MXD-0002,82.58599999999998
PDRS002,2.0,MSM-0024,4.0
PDRS002,3.0,MOD-0012,3.5
PDRS002,4.0,MWE-0004,2.5
PDRS002,5.0,MWE-0002,2.0
PDRS002,6.0,MOL-0002,1.7
PDRS002,7.0,MKG-0001,1.5
PDRS002,8.0,MFT-0024,0.5
PDRS002,9.0,MSK-0001,0.3
PDRS002,10.0,MSA-0007,0.3
PDRS002,11.0,MVC-0010,0.22
PDRS002,12.0,MPD-0003,0.18
PDRS002,13.0,MKA-0001,0.1
PDRS002,14.0,MOO-0001,0.1
PDRS002,15.0,MAG-0007,0.1
PDRS002,16.0,MAH-0006,0.1
PDRS002,17.0,MAP-0020,0.05
PDRS002,18.0,MAI-0003,0.05
PDRS002,19.0,MAP-0011,0.05
