관리번호,제품명,품목코드,TEST,SPECIFICATION,RESULT
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Odor,Fragrance,PASSED TO THE TEST
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Hardness,1.07 ± 0.1,1.06
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-549,Mimi Lauryne's Scent Remain Protein Conditioner Queen's Flower,MLRS004,Content,102.5ml,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Color,White,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Odor,Fragrance,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Hardness,1.07 ± 0.1,1.06
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-550,Mimi Lauryne's Scent Remain Soy Candle Murmure,MLSC009,Content,102.5ml,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Color,White,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Odor,Fragrance,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Hardness,1.07 ± 0.1,1.06
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-551,Mimi Lauryne's Scent Remain Soy Candle Lemon Lavender,MLSC010,Content,102.5ml,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Color,White,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Odor,Fragrance,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Hardness,1.07 ± 0.1,1.06
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-552,Mimi Lauryne's Scent Remain Soy Candle Lamant,MLSC012,Content,102.5ml,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Color,White,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Odor,Fragrance,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Hardness,1.07 ± 0.1,1.06
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-553,Mimi Lauryne's Scent Remain Soy Candle Sweet Pea,MLSC014,Content,102.5ml,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Color,White,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Odor,Fragrance,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Hardness,1.07 ± 0.1,1.06
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-554,Mimi Lauryne's Scent Remain Diffuser Murmure,MLDF015,Content,102.5ml,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Color,White,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Odor,Fragrance,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Hardness,1.07 ± 0.1,1.06
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-555,Mimi Lauryne's Scent Remain Diffuser Lemon Lavender,MLDF016,Content,102.5ml,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Color,White,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Odor,Fragrance,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Hardness,1.07 ± 0.1,1.06
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-556,Mimi Lauryne's Scent Remain Diffuser Lamant,MLDF017,Content,102.5ml,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Color,White,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Odor,Fragrance,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Hardness,1.07 ± 0.1,1.06
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-557,Mimi Lauryne's Scent Remain Sachet Freesia Romance,MLST001,Content,102.5ml,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Color,White,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Odor,Fragrance,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Hardness,1.07 ± 0.1,1.06
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-558,Mimi Lauryne's Scent Remain Sachet Fresh Lime,MLST002,Content,102.5ml,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Color,White,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Odor,Fragrance,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Hardness,1.07 ± 0.1,1.06
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-559,Mimi Lauryne's Scent Remain Sachet White Cotton,MLST003,Content,102.5ml,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Color,White,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Odor,Fragrance,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Hardness,1.07 ± 0.1,1.06
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-560,Mimi Lauryne's Scent Remain Sachet April,MLST004,Content,102.5ml,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Color,White,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Odor,Fragrance,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Hardness,1.07 ± 0.1,1.06
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-561,Mimi Lauryne's Scent Remain Sachet Mango & Guava,MLST005,Content,102.5ml,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Color,White,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Odor,Fragrance,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Hardness,1.07 ± 0.1,1.06
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-562,Mimi Lauryne's Scent Remain Sachet Homme No.1,MLST006,Content,102.5ml,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Color,White,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Odor,Fragrance,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Hardness,1.07 ± 0.1,1.06
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-563,Char Char Argan Oil Body Wash,AOBC000,Content,102.5ml,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Color,White,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Odor,Fragrance,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Hardness,1.07 ± 0.1,1.06
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-564,Char Char Argan Oil Body Lotion,AOBL000,Content,102.5ml,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Color,White,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Odor,Fragrance,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Hardness,1.07 ± 0.1,1.06
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-565,Rose Mine Whipping Milk Body Lotion Garden Rose,RMBL008,Content,102.5ml,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Color,White,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Odor,Fragrance,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Hardness,1.07 ± 0.1,1.06
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-566,Rose Mind Whipping Milk Body Lotion Passion fruit,RMBL009,Content,102.5ml,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Color,White,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Odor,Fragrance,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Hardness,1.07 ± 0.1,1.06
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-567,Rose Mine Whipping Milk Body Lotion Petit Baby,RMBL010,Content,102.5ml,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Color,White,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Odor,Fragrance,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Hardness,1.07 ± 0.1,1.06
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-568,Rose Mine Whipping Milk Body Lotion Hesperides,RMBL011,Content,102.5ml,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Color,White,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Odor,Fragrance,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Hardness,1.07 ± 0.1,1.06
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-569,Rose Mine Whipping Milk Body Lotion Nana's Lily,RMBL012,Content,102.5ml,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Color,White,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Odor,Fragrance,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Hardness,1.07 ± 0.1,1.06
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-570,Aston Nature Provence Sante Body Lotion Herb & Citrus,ANBL001,Content,102.5ml,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Color,White,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Odor,Fragrance,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Hardness,1.07 ± 0.1,1.06
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-571,Aston Nature Provence Sante Body Lotion Beautiful Day,ANBL002,Content,102.5ml,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Color,White,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Odor,Fragrance,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Hardness,1.07 ± 0.1,1.06
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-572,Aston Nature Provence Sante Body Lotion Powdery Rose,ANBL003,Content,102.5ml,PASSED TO THE TEST
EVCO-573,Rose Mine Steam Soft Shower Gel Gleaming Bijou,RMSG003,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-573,Rose Mine Steam Soft Shower Gel Gleaming Bijou,RMSG003,Color,White,PASSED TO THE TEST
EVCO-573,Rose Mine Steam Soft Shower Gel Gleaming Bijou,RMSG003,Odor,Fragrance,PASSED TO THE TEST
